,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
0,10.28234340484514,5.306867114055649,-3.271583410864801,1.3898783588289776,2.658615900737281,-0.4743627739628146,0.35278673838335073
1,9.676308261572757,4.403147706263712,-2.875254409483677,1.013723650754432,1.7415405652097564,0.014374950286717043,-0.019016428568483974
2,9.264208047698261,3.347837874940125,-1.4996405261178387,-0.2695445646306179,-1.2564575290714066,0.6325051825621426,-0.3397232655206756
3,8.734639663868178,2.908127866431795,-1.0266062143704588,-0.4694851707418924,-1.6003529337468791,0.6710395789889846,-0.3729543663699852
4,8.106951970057144,2.539080264756277,-0.6918348973415358,-0.47890226730778246,-1.644039258443075,0.6257981113875919,-0.3509771336247269
5,7.571788154105294,2.1131148155899147,-0.6182112352942856,-0.4530653368445273,-1.5410152427878705,0.49768705908227107,-0.28988620130450027
6,7.1645702539434275,1.1841552491991245,0.4921332770874551,-0.7835096797417408,-1.5076065725738108,-0.8724625541626762,1.0628517869511767
7,6.648437544573734,0.21366330696706953,1.8987324590010066,-0.9349116053081215,-0.08433241703612736,-1.5125291967203411,0.6654534150438953
8,5.9144803111828494,0.04426262735619977,2.154441201073263,-0.9800557655119858,-0.077699315791353,-1.146934635850879,0.597202095812079
9,5.449153457746279,-0.6805171922593349,2.609166132995669,-0.9270955334622333,0.3584407714712959,-0.7051344125279793,0.026501351028711602
10,5.04692154133049,-0.8198291947040318,2.7420601761763566,-0.835335223417202,0.7141518460461882,-0.4268270177778175,-0.23600966000969167
11,4.487459309269598,-0.9939289466116281,2.651381253114662,-0.8403391161777855,0.9575311619897586,-0.14158845706576828,-0.31577868461643105
12,4.076829239999969,-1.3055075431627126,2.320130239436824,-0.7639484345429732,1.1550137594822716,0.5080011639487326,-0.5188771180702791
13,3.428718869101133,-2.177718225146584,2.0246665155676253,0.04353444510811139,0.8998604349599063,1.1853266793734125,-0.7412019854052467
14,2.5633119649550116,-2.7729352351990126,1.2115298659767086,0.6954599196124785,0.4162881228044885,1.199365323641394,-0.3985152995874544
15,1.8668789443512201,-3.158787089747752,0.601331990724581,1.2963262157013835,0.12350290777874584,0.8941348711626744,-0.21524538287382328
16,1.1363241839495697,-3.6357676462263697,0.25894733305149903,1.5601469798615062,-0.22203035306670674,0.7996368847380249,0.1515260997151055
17,0.6172633299242849,-3.7299446730714116,-0.04846513771938037,1.778690056131454,-0.2614593941575582,0.6165912454195042,0.2712213064000562
18,0.052850561328519965,-3.857272989880143,-0.41201258657644113,1.893706543094652,-0.33724294509268105,0.4000345477682614,0.41598690203494626
19,-0.7013117832884326,-3.6143846428769204,-0.6468810692457969,1.7710590309872707,-0.32967310795937405,-0.09777870287600274,0.5582649612314871
20,-1.2433635580816258,-3.6560613144673324,-0.9641867510236944,1.7120646636308592,-0.3206653390131098,-0.22658197884499237,0.5691551670029208
21,-2.2443355079799243,-3.5627743256302984,-1.5909765786205268,1.0649071300192903,-0.2965183174137205,-1.3519430801525978,0.1963364553878154
22,-2.9430826267731485,-3.2653800726657964,-1.4902840427644535,0.4982193269404615,-0.30772181493049544,-1.3804209769254423,0.14085193779587726
23,-3.797426475708107,-2.7656426738496043,-1.7908382565731373,-1.1163593472534865,0.05723642862337334,-1.0558126285520697,-0.6573725506762029
24,-4.614809370576366,-2.09624920518511,-1.8137287085920757,-1.3479202108223174,0.05512442328536498,-0.8427308999691852,-0.8862097469862842
25,-5.133997153177043,-1.8851288445039,-1.89245773779637,-1.5597021758756093,0.04955371952481585,-0.24153026924607723,-0.9849082565700258
26,-5.723588372655554,-1.1357321228898085,-1.5172694813350869,-1.6551525007768864,0.2204375470793265,0.32071503524376743,-0.789259049326781
27,-6.320770154240132,-0.6809444554345939,-1.4300290875214803,-1.7129863139905643,0.3140631686149869,0.4339930291254707,-0.3833103712625601
28,-7.108053583264202,0.15917586408934378,-0.7578190771201553,-1.6750242359777103,0.2203092159595529,0.6847516557863403,0.4672969381334288
29,-7.685384162866006,0.7178234020966818,-0.5482218851570696,-1.6739690044415896,0.3259694781930892,0.7815502913899501,0.8719020421534345
30,-7.95117968870189,1.9320836683091522,0.0879125151275558,-1.0085183986608754,0.28214405903233974,0.6883749492475653,1.2583208947518585
31,-8.397740110294931,2.5311503724407993,0.3520742985649204,-0.643930630700586,0.19865822896220833,0.6221094227238485,1.2663300604573446
32,-8.692003452623085,3.270375494837172,0.6696897354244211,0.07852310366034551,0.04305983525485974,0.4206980814226669,0.955727535923417
33,-9.50079823503496,4.502543899378649,1.4649202573343363,1.347440988579898,-0.3901255655819686,-0.5436422287556276,-0.7811173677248171
34,-9.828299160179006,5.045735482238075,1.6561628147085192,1.8224037971245521,-0.30559763685034236,-0.5263602689868094,-0.6822240283901958
35,-10.203295618358455,5.5753613845626075,1.6910210281528602,2.16367130615081,-0.30896383149313006,-0.45004798092223514,-0.8651287913187404
